method,fit_scope,seed,target_alpha,condition,coverage,selective_risk,risk_excess,worst_condition_risk
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,color_s2,0.20412915851272015,0.07903150838019837,-0.020968491619801632,0.07903150838019837
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,color_s3,0.2246771037181996,0.08707653115506167,-0.012923468844938335,0.08707653115506167
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,turbidity_s1,0.20125244618395308,0.0772291521685357,-0.02277084783146431,0.0772291521685357
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,turbidity_s2,0.20804305283757338,0.07710230025602231,-0.022897699743977692,0.07710230025602231
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,turbidity_s3,0.2125636007827789,0.08224647931783408,-0.01775352068216593,0.08224647931783408
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,lowlight_s1,0.16127201565557733,0.06902529908078855,-0.03097470091921145,0.06902529908078855
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,lowlight_s2,0.0640508806262231,0.0666789629749171,-0.033321037025082906,0.0666789629749171
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,lowlight_s3,0.05747553816046968,0.14115260515714062,0.041152605157140615,0.14115260515714062
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,blur_s1,0.19446183953033272,0.07981946771648503,-0.020180532283514976,0.07981946771648503
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,blur_s2,0.19414872798434443,0.09131380621540744,-0.008686193784592566,0.09131380621540744
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.1,blur_s3,0.19414872798434443,0.11440997811067584,0.014409978110675833,0.11440997811067584
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,clean,0.19806262230919766,0.07936894305686215,-0.020631056943137854,0.07936894305686215
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,color_s1,0.1958512720156556,0.07888048533330864,-0.02111951466669136,0.07888048533330864
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,color_s2,0.2037573385518591,0.07885748572325094,-0.02114251427674907,0.07885748572325094
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,color_s3,0.22430528375733855,0.08707653115506167,-0.012923468844938335,0.08707653115506167
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,turbidity_s1,0.20125244618395308,0.0772291521685357,-0.02277084783146431,0.0772291521685357
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,turbidity_s2,0.20804305283757338,0.07710230025602231,-0.022897699743977692,0.07710230025602231
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,turbidity_s3,0.2126223091976517,0.08225131445667873,-0.017748685543321277,0.08225131445667873
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,lowlight_s1,0.16095890410958907,0.06902529908078855,-0.03097470091921145,0.06902529908078855
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,lowlight_s2,0.0640508806262231,0.0666789629749171,-0.033321037025082906,0.0666789629749171
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,lowlight_s3,0.05747553816046968,0.14115260515714062,0.041152605157140615,0.14115260515714062
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,blur_s1,0.19446183953033272,0.07981946771648503,-0.020180532283514976,0.07981946771648503
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,blur_s2,0.19414872798434443,0.09131380621540744,-0.008686193784592566,0.09131380621540744
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.1,blur_s3,0.19420743639921723,0.11449488629771527,0.014494886297715268,0.11449488629771527
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,clean,0.19806262230919766,0.07936894305686215,-0.020631056943137854,0.07936894305686215
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,color_s1,0.19573385518591,0.07891301942483245,-0.021086980575167558,0.07891301942483245
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,color_s2,0.2036399217221135,0.07877101804658432,-0.021228981953415688,0.07877101804658432
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.1,color_s3,0.22430528375733855,0.08707653115506167,-0.012923468844938335,0.08707653115506167
