method,fit_scope,condition,degradation_type,severity,split,temperature,miou,pixel_accuracy,mean_accuracy,mean_dice,nll,brier_score,ece,error_auroc,aurc,mean_confidence,mean_correct_confidence,mean_wrong_confidence
per_degradation,per_degradation,lowlight_s2,lowlight,2,calibration,2.328063259646498,0.6359091990248222,0.820517854966348,0.7467559290932964,0.7561118340912867,0.5902290754303722,0.2733643107581175,0.024179708827715557,0.7803339558258774,0.07386143762661598,0.8034300208091736,0.8372911810874939,0.6486313939094543
raw,none,lowlight_s3,lowlight,3,calibration,1.0,0.5473185629117601,0.7617176816525162,0.674126531044604,0.6883419240772637,1.2398600309769676,0.39381990530719496,0.15840934682588448,0.7499701372058036,0.11940283803157048,0.9201245903968811,0.94869464635849,0.8287944197654724
clean_global,clean_global,lowlight_s3,lowlight,3,calibration,2.197198903975547,0.5473185629117601,0.7617176816525162,0.674126531044604,0.6883419240772637,0.7751677453608636,0.3561224273350685,0.04025625619743392,0.747583126490894,0.12041499675248613,0.8014682531356812,0.8425954580307007,0.669996976852417
pooled,pooled,lowlight_s3,lowlight,3,calibration,2.28497280189414,0.5473185629117601,0.7617176816525162,0.674126531044604,0.6883419240772637,0.7697427835275775,0.3553605246580173,0.031013140578601772,0.7471578577041215,0.12057955833250852,0.7908381819725037,0.8320962190628052,0.6589486002922058
per_degradation,per_degradation,lowlight_s3,lowlight,3,calibration,2.328063259646498,0.5473185629117601,0.7617176816525162,0.674126531044604,0.6883419240772637,0.7677602419570156,0.35509527364640836,0.028595406707163304,0.7469416474283597,0.12066262733293195,0.7855514287948608,0.8268402218818665,0.6535636782646179
raw,none,blur_s1,blur,1,calibration,1.0,0.655225081418316,0.8323067907510464,0.7487746814575726,0.7675596423915666,0.8371482730093249,0.2790687623996531,0.10554526064705051,0.7698720079966025,0.07093342823210058,0.9378520846366882,0.9581079483032227,0.8373165130615234
clean_global,clean_global,blur_s1,blur,1,calibration,2.197198903975547,0.655225081418316,0.8323067907510464,0.7487746814575726,0.7675596423915666,0.5565687829863898,0.2609481936720408,0.028450408009555676,0.7648502782953681,0.07193679521055782,0.8328452110290527,0.8620642423629761,0.6878232955932617
pooled,pooled,blur_s1,blur,1,calibration,2.28497280189414,0.655225081418316,0.8323067907510464,0.7487746814575726,0.7675596423915666,0.5565518621621792,0.26128206532476883,0.029122316580602367,0.7642686008032593,0.07205890526212588,0.8226883411407471,0.8520334362983704,0.6770399808883667
per_degradation,per_degradation,blur_s1,blur,1,calibration,2.3930363424804875,0.655225081418316,0.8323067907510464,0.7487746814575726,0.7675596423915666,0.558455470490129,0.26206570927229467,0.03093581801650219,0.7635305762563176,0.07221460169831381,0.8098317384719849,0.8392460942268372,0.6638401746749878
raw,none,blur_s2,blur,2,calibration,1.0,0.6160845328433212,0.8169513394662052,0.7075878461429582,0.7294928985468264,0.970908010749875,0.31060819448038507,0.1251670481023041,0.7644292913335528,0.07903840254532696,0.9421184062957764,0.9618972539901733,0.8538445830345154
clean_global,clean_global,blur_s2,blur,2,calibration,2.197198903975547,0.6160845328433212,0.8169513394662052,0.7075878461429582,0.7294928985468264,0.6112564840273226,0.28493562354344754,0.030461301312462163,0.7599145583373956,0.08014904460990974,0.8386548161506653,0.8685318231582642,0.7053128480911255
