comparison,method,target_alpha,seed,metric,mean_improvement,ci95_low,ci95_high,iterations,cluster_unit,clusters
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260722.0,lowlight_s3_risk_excess_reduction,0.03376812800866303,0.016558503207760287,0.051756769522618096,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260722.0,blur_s3_risk_excess_reduction,-0.0002940436235728892,-0.008820915126074559,0.009996330199104493,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260723.0,coverage_improvement,-0.010363540569020049,-0.02242531612223395,0.0017070600632244142,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260723.0,risk_excess_reduction,0.005821638105973112,0.0006369313461368349,0.013769498881374933,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260723.0,worst_condition_risk_excess_reduction,0.016689879145678165,0.002574618380763801,0.03187166449151285,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260723.0,lowlight_s3_risk_excess_reduction,0.03376812800866303,0.014883705724446061,0.05209269990383253,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260723.0,blur_s3_risk_excess_reduction,0.0008679573958993202,-0.007050118489767505,0.012077118217851495,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260724.0,coverage_improvement,-0.010363540569020049,-0.022523972602739757,0.0014446786090621367,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260724.0,risk_excess_reduction,0.005821638105973112,0.00047185352375853155,0.013272665485984353,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260724.0,worst_condition_risk_excess_reduction,0.016689879145678165,0.0018169347709728805,0.031378631859819484,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260724.0,lowlight_s3_risk_excess_reduction,0.03376812800866303,0.017176127173711205,0.05174799011198196,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.1,20260724.0,blur_s3_risk_excess_reduction,0.0008679573958993202,-0.0071458290600945745,0.012349296441193971,1000,sample_id_with_all_13_conditions,146
oracle_condition_crc - global_crc,oracle_condition_crc,0.15,,coverage_improvement,0.043076923076923124,0.043076923076923124,0.043076923076923124,1000,sample_id_with_all_13_conditions,146
oracle_condition_crc - global_crc,oracle_condition_crc,0.15,,risk_excess_reduction,-0.0024995677859342333,-0.005433715631350809,0.0005404261238423745,1000,sample_id_with_all_13_conditions,146
oracle_condition_crc - global_crc,oracle_condition_crc,0.15,,worst_condition_risk_excess_reduction,0.05110908519996534,0.02848420025387746,0.07528689262874912,1000,sample_id_with_all_13_conditions,146
oracle_condition_crc - global_crc,oracle_condition_crc,0.15,,lowlight_s3_risk_excess_reduction,0.11738466265693479,0.08788940261685937,0.14510042184417826,1000,sample_id_with_all_13_conditions,146
oracle_condition_crc - global_crc,oracle_condition_crc,0.15,,blur_s3_risk_excess_reduction,0.00225566756022987,0.001742099193662454,0.00289036033596478,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260722.0,coverage_improvement,-0.04722339304531063,-0.0655731032665962,-0.02879254478398291,1000,sample_id_with_all_13_conditions,146
quality_group_crc_global_fallback - global_crc,quality_group_crc_global_fallback,0.15,20260722.0,risk_excess_reduction,0.006449922904782314,0.0027164820975627475,0.010754716199463348,1000,sample_id_with_all_13_conditions,146
