region,score,baseline,metric,direction,mean_improvement,ci95_low,ci95_high,iterations,cluster_unit,images
interior,calibrated_msp,calibrated_msp,top_10_uncertainty_recall,positive_is_better,0.0,0.0,0.0,1000,sample_id_with_all_13_conditions,146
interior,entropy,calibrated_msp,eaurc,positive_is_better,-0.003631811048327577,-0.004732194080375324,-0.00261069349471844,1000,sample_id_with_all_13_conditions,146
interior,entropy,calibrated_msp,error_auprc,positive_is_better,-0.06270852495359429,-0.07052640563250642,-0.054644402109590526,1000,sample_id_with_all_13_conditions,146
interior,entropy,calibrated_msp,top_10_uncertainty_recall,positive_is_better,-0.0596669745223495,-0.06962751139247811,-0.04986464489296498,1000,sample_id_with_all_13_conditions,146
interior,probability_margin,calibrated_msp,eaurc,positive_is_better,0.0008820058816031931,0.0003745824451790749,0.0014209593067707358,1000,sample_id_with_all_13_conditions,146
interior,probability_margin,calibrated_msp,error_auprc,positive_is_better,0.009593984509944371,0.00510899336653953,0.014319518749887771,1000,sample_id_with_all_13_conditions,146
interior,probability_margin,calibrated_msp,top_10_uncertainty_recall,positive_is_better,0.007919324099985029,0.004448248293449897,0.011072759267523175,1000,sample_id_with_all_13_conditions,146
interior,logit_margin,calibrated_msp,eaurc,positive_is_better,0.001030320826895583,1.746031262432043e-05,0.002063995777986386,1000,sample_id_with_all_13_conditions,146
interior,logit_margin,calibrated_msp,error_auprc,positive_is_better,0.007558836287958155,0.0016668869545398669,0.01354549673164842,1000,sample_id_with_all_13_conditions,146
interior,logit_margin,calibrated_msp,top_10_uncertainty_recall,positive_is_better,0.00684006707010917,0.0023354548344489156,0.0118740532574796,1000,sample_id_with_all_13_conditions,146
interior,energy,calibrated_msp,eaurc,positive_is_better,-0.011795306936642398,-0.016720285727986776,-0.0073284152629405075,1000,sample_id_with_all_13_conditions,146
interior,energy,calibrated_msp,error_auprc,positive_is_better,-0.10800243322879524,-0.12127380622834355,-0.09468318075935851,1000,sample_id_with_all_13_conditions,146
interior,energy,calibrated_msp,top_10_uncertainty_recall,positive_is_better,-0.13989457090537738,-0.15922977650625247,-0.12147119136009524,1000,sample_id_with_all_13_conditions,146
interior,local_disagreement,calibrated_msp,eaurc,positive_is_better,-0.06577722849769119,-0.07448234824434051,-0.05789851335152248,1000,sample_id_with_all_13_conditions,146
interior,local_disagreement,calibrated_msp,error_auprc,positive_is_better,-0.2084047547789947,-0.22230641578638757,-0.19415710152780274,1000,sample_id_with_all_13_conditions,146
interior,local_disagreement,calibrated_msp,top_10_uncertainty_recall,positive_is_better,-0.2897054144135228,-0.3180324914124741,-0.25911576929096547,1000,sample_id_with_all_13_conditions,146
