split,condition,degradation_type,severity,boundary_radius,score,region,pixels,error_rate,error_auroc,error_auprc,aurc,oracle_aurc,eaurc,unique_score_count,tie_group_count,largest_tie_group,tied_pixel_fraction,score_dtype,sort_seconds,metric_seconds,risk_at_90_coverage,risk_at_80_coverage,risk_at_70_coverage,top_5_uncertainty_precision,top_5_uncertainty_recall,top_10_uncertainty_precision,top_10_uncertainty_recall,top_20_uncertainty_precision,top_20_uncertainty_recall,peak_process_rss_mb
confirmation,color_s1,color_attenuation,1,3,local_disagreement,boundary,7003338.0,0.4185449852627418,0.5217264845933824,0.4338110366597558,0.4073098954704249,0.1032674757100678,0.3040424197603572,9.0,9.0,5986647.0,1.0,float32,0.1730863000266254,0.0002166000194847,0.408654892336494,0.4065886964773437,0.4065886964773437,0.5180167101652553,0.0618830563427131,0.507555903740156,0.1212667853058592,0.4663701233320679,0.2228531091941766,6016.81640625
confirmation,color_s1,color_attenuation,1,3,local_disagreement,interior,68346678.0,0.1897317086867045,0.5179775540027078,0.2061693468549782,0.1841615690398509,0.0192594744394271,0.1649020946004237,9.0,9.0,67268609.0,1.0,float32,1.9054018000606447,0.0002884999848902,0.1841184942593357,0.1841184942593357,0.1841184942593357,0.2963827795215701,0.078105760562115,0.2402506368904529,0.126626511500785,0.2121845655748942,0.2236680133781249,6016.81640625
confirmation,color_s2,color_attenuation,2,3,raw_msp,full,75350016.0,0.2169701065491479,0.751876629921479,0.4413982380963019,0.1022897231638256,0.0254532054752528,0.0768365176885728,7195151.0,5753773.0,470401.0,0.980870899881428,float32,7.2632440000306815,1.0771088000619784,0.1829717405995314,0.1542772145719345,0.1286356690769339,0.5621040312928915,0.1295349092261214,0.5229554020025475,0.2410264888935212,0.4677416807586779,0.4311577415233174,6221.3046875
confirmation,color_s2,color_attenuation,2,3,raw_msp,boundary,7003338.0,0.4238748722394949,0.583673697808336,0.5074136573837877,0.3779719727438047,0.1061819590261811,0.2717900137176236,3911509.0,1530337.0,1201.0,0.6599947053819193,float32,7.2632440000306815,0.5672110000159591,0.4070938650162369,0.3932278015253796,0.3802955610762785,0.6041088966121879,0.0712603068378081,0.574904259967387,0.1356306924045801,0.5464635445373207,0.2578419889379927,6221.3046875
confirmation,color_s2,color_attenuation,2,3,raw_msp,interior,68346678.0,0.1957690174788012,0.7554088755632822,0.4240716455938045,0.090141050703095,0.020552211069597,0.069588839633498,6771116.0,5044211.0,469200.0,0.974733153819122,float32,7.2632440000306815,0.9273152999812736,0.161262781670396,0.1334070055306088,0.1104037496708893,0.5525854364835278,0.141131998252338,0.506325106062211,0.2586339388118021,0.4452170683345555,0.4548391641297019,6221.3046875
confirmation,color_s2,color_attenuation,2,3,calibrated_msp,full,75350016.0,0.2169701065491479,0.7512601997983402,0.4423164382205901,0.1025507533434069,0.0254532054752528,0.0770975478681541,9101348.0,8189110.0,239.0,0.9878933270564932,float32,6.9977949999738485,1.344390399986878,0.1829274337942219,0.1538504877230202,0.1286307035061438,0.5647215488463042,0.1301381069970024,0.5233542074706815,0.2412102955458051,0.4694485814336877,0.4327311387002551,6221.3046875
confirmation,color_s2,color_attenuation,2,3,calibrated_msp,boundary,7003338.0,0.4238748722394949,0.5870203628489995,0.5105884621392225,0.3760291011664227,0.1061819590261811,0.2698471421402416,4587157.0,1661653.0,14.0,0.5822700546510821,float32,6.9977949999738485,0.6656382998917252,0.4059060717863939,0.3923882019843749,0.3793878307427661,0.6129304017797222,0.0723008860587649,0.5855934454131886,0.1381524716367209,0.5498212281568509,0.2594262699597344,6221.3046875
confirmation,color_s2,color_attenuation,2,3,calibrated_msp,interior,68346678.0,0.1957690174788012,0.7542783245595797,0.4241871942711829,0.0904821319338748,0.020552211069597,0.0699299208642778,8830204.0,7758645.0,239.0,0.9843217105592168,float32,6.9977949999738485,1.2654342000605538,0.1611795865363595,0.1331116254131076,0.1109554910965994,0.5502608758757556,0.1405382984152209,0.5070739354128101,0.2590164453913189,0.446398566836019,0.4560461973479843,6221.3046875
confirmation,color_s2,color_attenuation,2,3,entropy,full,75350016.0,0.2169701065491479,0.734527490945284,0.4067003768867874,0.1066336082514158,0.0254532054752528,0.081180402776163,27374298.0,17656982.0,26.0,0.8710376385321538,float32,6.93189549993258,4.500237199943513,0.1895754551308929,0.1653465848740657,0.1393257764355044,0.5110182585220284,0.1177623714569127,0.4635219738495093,0.2136340373464534,0.4234641875343895,0.3903433673415398,6221.3046875
confirmation,color_s2,color_attenuation,2,3,entropy,boundary,7003338.0,0.4238748722394949,0.5630599737377114,0.4859314529571235,0.3875099062331605,0.1061819590261811,0.2813279472069794,5079371.0,1413042.0,11.0,0.4764883545532145,float32,6.93189549993258,0.7668027000036091,0.4103839359162812,0.4006806753421716,0.3919799883198564,0.5710589518715355,0.0673617560692313,0.5452941025282223,0.128645101176033,0.5166520545910951,0.2437758102554826,6221.3046875
confirmation,color_s2,color_attenuation,2,3,entropy,interior,68346678.0,0.1957690174788012,0.7377274238454565,0.3857322760173559,0.0941362695809547,0.020552211069597,0.0735840585113577,26822834.0,16807881.0,21.0,0.8534683280436834,float32,6.93189549993258,4.034031299990602,0.168816945360476,0.1445155674444531,0.1194961402137317,0.4871554843629566,0.1244209898206015,0.43833766321934,0.2239055401571371,0.4007828178340191,0.4094445941685908,6221.3046875
confirmation,color_s2,color_attenuation,2,3,probability_margin,full,75350016.0,0.2169701065491479,0.7512921685873473,0.4355444725435489,0.1024059479321553,0.0254532054752528,0.0769527424569025,15671114.0,13419830.0,139.0,0.9701223155679224,float32,7.094265299965628,2.2743934999452904,0.1831969660406327,0.1541658971724887,0.1285805728348845,0.5537414323181336,0.1276077775231194,0.5209283819699053,0.2400922495310178,0.4681869550740852,0.4315681891615906,6221.3046875
confirmation,color_s2,color_attenuation,2,3,probability_margin,boundary,7003338.0,0.4238748722394949,0.5825683983154909,0.4997659786552119,0.378242085777412,0.1061819590261811,0.2720601267512309,5215516.0,1358237.0,31.0,0.4492227849062832,float32,7.094265299965628,0.7491231999592856,0.4086470659629811,0.3943483384978343,0.3808401482802998,0.5695168305408562,0.0671798484035412,0.5609252156828027,0.1323327737988283,0.5419806835024431,0.255726807025274,6221.3046875
confirmation,color_s2,color_attenuation,2,3,probability_margin,interior,68346678.0,0.1957690174788012,0.7547523010061956,0.4185480553635892,0.0902546934624061,0.020552211069597,0.0697024823928091,15204797.0,12469994.0,139.0,0.9599863068692234,float32,7.094265299965628,2.196564999991097,0.1613603073390008,0.1332562831372402,0.1104675062587951,0.5467711087063776,0.1396470012844388,0.5054475213719233,0.2581856632229116,0.4458199725282925,0.4554550983762379,6221.3046875
