method,fit_scope,seed,target_alpha,condition,coverage,selective_risk,risk_excess,worst_condition_risk
global_crc,calibration_cluster_mean,,0.05,clean,0.009999999999999998,0.03893879205767619,-0.011061207942323813,0.03893879205767619
global_crc,calibration_cluster_mean,,0.05,color_s1,0.009999999999999998,0.0407360487836486,-0.009263951216351402,0.0407360487836486
global_crc,calibration_cluster_mean,,0.05,color_s2,0.009999999999999998,0.04351144636411187,-0.006488553635888135,0.04351144636411187
global_crc,calibration_cluster_mean,,0.05,color_s3,0.009999999999999998,0.047838323762245775,-0.0021616762377542273,0.047838323762245775
global_crc,calibration_cluster_mean,,0.05,turbidity_s1,0.009999999999999998,0.04035559663646572,-0.009644403363534282,0.04035559663646572
global_crc,calibration_cluster_mean,,0.05,turbidity_s2,0.009999999999999998,0.04446022235173295,-0.005539777648267054,0.04446022235173295
global_crc,calibration_cluster_mean,,0.05,turbidity_s3,0.009999999999999998,0.04833657628140793,-0.001663423718592072,0.04833657628140793
global_crc,calibration_cluster_mean,,0.05,lowlight_s1,0.009999999999999998,0.039745994673134236,-0.010254005326865767,0.039745994673134236
global_crc,calibration_cluster_mean,,0.05,lowlight_s2,0.009999999999999998,0.03679281945063308,-0.013207180549366926,0.03679281945063308
global_crc,calibration_cluster_mean,,0.05,lowlight_s3,0.009999999999999998,0.05128431740834755,0.0012843174083475503,0.05128431740834755
global_crc,calibration_cluster_mean,,0.05,blur_s1,0.009999999999999998,0.048450612772434745,-0.0015493872275652576,0.048450612772434745
global_crc,calibration_cluster_mean,,0.05,blur_s2,0.009999999999999998,0.06364241499513472,0.013642414995134716,0.06364241499513472
global_crc,calibration_cluster_mean,,0.05,blur_s3,0.009999999999999998,0.07245998128104059,0.022459981281040584,0.07245998128104059
oracle_condition_crc,condition_label_diagnostic_only,,0.05,clean,0.05,0.04003135541809013,-0.009968644581909873,0.04003135541809013
oracle_condition_crc,condition_label_diagnostic_only,,0.05,color_s1,0.05,0.041444271215357965,-0.008555728784642037,0.041444271215357965
oracle_condition_crc,condition_label_diagnostic_only,,0.05,color_s2,0.039999999999999994,0.04262755143603332,-0.007372448563966683,0.04262755143603332
oracle_condition_crc,condition_label_diagnostic_only,,0.05,color_s3,0.030000000000000006,0.048266422857713584,-0.0017335771422864188,0.048266422857713584
oracle_condition_crc,condition_label_diagnostic_only,,0.05,turbidity_s1,0.039999999999999994,0.04011314403215139,-0.009886855967848614,0.04011314403215139
oracle_condition_crc,condition_label_diagnostic_only,,0.05,turbidity_s2,0.030000000000000006,0.04371069457656258,-0.006289305423437426,0.04371069457656258
oracle_condition_crc,condition_label_diagnostic_only,,0.05,turbidity_s3,0.009999999999999998,0.04833657628140793,-0.001663423718592072,0.04833657628140793
oracle_condition_crc,condition_label_diagnostic_only,,0.05,lowlight_s1,0.030000000000000006,0.038892667565163075,-0.011107332434836928,0.038892667565163075
oracle_condition_crc,condition_label_diagnostic_only,,0.05,lowlight_s2,0.009999999999999998,0.03679281945063308,-0.013207180549366926,0.03679281945063308
oracle_condition_crc,condition_label_diagnostic_only,,0.05,lowlight_s3,0.009999999999999998,0.05128431740834755,0.0012843174083475503,0.05128431740834755
oracle_condition_crc,condition_label_diagnostic_only,,0.05,blur_s1,0.019999999999999997,0.046684642139195286,-0.003315357860804717,0.046684642139195286
oracle_condition_crc,condition_label_diagnostic_only,,0.05,blur_s2,0.009999999999999998,0.06364241499513472,0.013642414995134716,0.06364241499513472
oracle_condition_crc,condition_label_diagnostic_only,,0.05,blur_s3,0.009999999999999998,0.07245998128104059,0.022459981281040584,0.07245998128104059
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,clean,0.013091976516634051,0.03705474913804637,-0.012945250861953632,0.03705474913804637
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,color_s1,0.015244618395303326,0.037751029461356604,-0.012248970538643399,0.037751029461356604
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,color_s2,0.02256360078277887,0.04112158564339463,-0.008878414356605371,0.04112158564339463
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,color_s3,0.02937377690802349,0.048266422857713584,-0.0017335771422864188,0.048266422857713584
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,turbidity_s1,0.013757338551859103,0.037788828485645354,-0.012211171514354649,0.037788828485645354
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,turbidity_s2,0.015362035225048925,0.04110206519968902,-0.00889793480031098,0.04110206519968902
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,turbidity_s3,0.01837573385518591,0.04636925071838527,-0.003630749281614734,0.04636925071838527
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,lowlight_s1,0.014031311154598826,0.03685109704412126,-0.013148902955878741,0.03685109704412126
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,lowlight_s2,0.012465753424657534,0.03685054264827349,-0.013149457351726512,0.03685054264827349
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,lowlight_s3,0.011839530332681019,0.05132383772275919,0.0013238377227591872,0.05132383772275919
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,blur_s1,0.013405088062622313,0.045755151179464215,-0.004244848820535788,0.045755151179464215
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,blur_s2,0.013405088062622313,0.06159180680637516,0.011591806806375157,0.06159180680637516
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260722.0,0.05,blur_s3,0.013405088062622313,0.0699551151682661,0.01995511516826609,0.0699551151682661
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,clean,0.013091976516634051,0.03705474913804637,-0.012945250861953632,0.03705474913804637
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,color_s1,0.015166340508806261,0.037749260069664343,-0.01225073993033566,0.037749260069664343
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,color_s2,0.022524461839530337,0.04112158564339463,-0.008878414356605371,0.04112158564339463
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,color_s3,0.029334637964774958,0.048266422857713584,-0.0017335771422864188,0.048266422857713584
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,turbidity_s1,0.013757338551859103,0.037788828485645354,-0.012211171514354649,0.037788828485645354
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,turbidity_s2,0.015362035225048925,0.04110206519968902,-0.00889793480031098,0.04110206519968902
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,turbidity_s3,0.018414872798434442,0.04636925071838527,-0.003630749281614734,0.04636925071838527
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,lowlight_s1,0.014031311154598826,0.03685109704412126,-0.013148902955878741,0.03685109704412126
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,lowlight_s2,0.012465753424657534,0.03685054264827349,-0.013149457351726512,0.03685054264827349
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,lowlight_s3,0.011839530332681019,0.05132383772275919,0.0013238377227591872,0.05132383772275919
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,blur_s1,0.013405088062622313,0.045755151179464215,-0.004244848820535788,0.045755151179464215
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,blur_s2,0.013405088062622313,0.06159180680637516,0.011591806806375157,0.06159180680637516
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260723.0,0.05,blur_s3,0.013444227005870843,0.0699551151682661,0.01995511516826609,0.0699551151682661
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,clean,0.013091976516634051,0.03705474913804637,-0.012945250861953632,0.03705474913804637
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,color_s1,0.0150880626223092,0.037742890259754476,-0.012257109740245527,0.037742890259754476
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,color_s2,0.022446183953033272,0.04112052400844762,-0.00887947599155238,0.04112052400844762
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,color_s3,0.029334637964774958,0.048266422857713584,-0.0017335771422864188,0.048266422857713584
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,turbidity_s1,0.013757338551859103,0.037788828485645354,-0.012211171514354649,0.037788828485645354
quality_group_crc_global_fallback,frozen_train_quality_groups_calibration_crc,20260724.0,0.05,turbidity_s2,0.015362035225048925,0.04110206519968902,-0.00889793480031098,0.04110206519968902
