method,target_alpha,region,seed,selected_coverage,coverage,rejected_pixel_fraction,actual_selective_risk,pixel_weighted_selective_risk,monotone_envelope_risk,risk_excess,absolute_risk_violation,accepted_correct_pixel_fraction,accepted_error_count,cluster_count,aurc,eaurc
quality_group_crc,0.05,full,20260724.0,0.016933614330874605,0.016936316142357452,0.9830636838576425,0.03926097134076415,0.045769420347512316,0.04053543571878078,-0.010739028659235855,0.0017354310047085928,0.01616815470593745,16537.42186423719,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.05,interior,20260722.0,0.016965226554267653,0.01696046813684958,0.9830395318631505,0.039091435580200826,0.045354913074367946,0.0403191674747519,-0.010908564419799179,0.0017057751670901272,0.016198724336494323,15818.250640913031,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.05,interior,20260723.0,0.016933614330874605,0.016929944636556664,0.9830700553634434,0.03909354262257356,0.045455928053553446,0.04032127451712464,-0.010906457377426442,0.0017057751670901272,0.016168128938950675,15819.743647790023,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.05,interior,20260724.0,0.016933614330874605,0.016929944636556664,0.9830700553634434,0.03909354262257356,0.045455928053553446,0.04032127451712464,-0.010906457377426442,0.0017057751670901272,0.016168128938950675,15819.743647790023,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.1,boundary,20260722.0,0.3689936775553214,0.3716276093471319,0.6283723906528682,0.4203457195484506,0.4288569455090607,0.4610173650109479,0.32034571954845065,0.32034571954845065,0.21241150893635802,121439.69234681159,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.1,boundary,20260723.0,0.3551791359325606,0.35752391066359873,0.6424760893364012,0.41921482489957573,0.42791061526241797,0.46003336663523764,0.31921482489957576,0.31921482489957576,0.2046948120909468,116568.10249981169,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.1,boundary,20260724.0,0.3577660695468915,0.3600431846729709,0.6399568153270292,0.4194550559560604,0.4279667162511472,0.4602687118223645,0.31945505595606044,0.31945505595606044,0.20612806516782808,117396.44867575512,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.1,full,20260722.0,0.3689936775553214,0.3689956120146115,0.6310043879853885,0.06294111102828896,0.06736590228950332,0.08394928275500885,-0.03705888897171104,0.0,0.34419635175476304,533892.7592479262,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.1,full,20260723.0,0.3551791359325606,0.3551838263710521,0.6448161736289479,0.06179510953863181,0.06632914162103756,0.08269362231978497,-0.0382048904613682,0.0,0.33169502264611767,505680.49614133534,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.1,full,20260724.0,0.3577660695468915,0.3577697775344661,0.6422302224655339,0.061974999461085284,0.06636040572999719,0.08288729744060447,-0.038025000538914715,0.0,0.3341109904918479,509339.99491482135,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.1,interior,20260722.0,0.3689936775553214,0.36890330911897384,0.6310966908810263,0.06106157014877762,0.06522874702521483,0.08210744430070592,-0.03893842985122239,0.0,0.34490904982059223,498260.97350296384,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.1,interior,20260723.0,0.3551791359325606,0.35510028594185405,0.644899714058146,0.06001143938175676,0.06432496020807946,0.08093311288050985,-0.03998856061824325,0.0,0.33233709844537046,472696.7322051673,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.1,interior,20260724.0,0.3577660695468915,0.35768944555850896,0.642310554441491,0.06017511552628181,0.06434449801330731,0.08111532844688144,-0.0398248844737182,0.0,0.3347650139547559,476045.1016989114,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.15,boundary,20260722.0,0.7780979978925184,0.7800617312898773,0.21993826871012262,0.45691117554023725,0.46062572496332993,0.4878179759368128,0.3069111755402372,0.3069111755402372,0.42094431441441615,273911.4229605049,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.15,boundary,20260723.0,0.7717913593256059,0.7736128739137649,0.22638712608623524,0.45633826220311907,0.46011309198133576,0.487464336044419,0.30633826220311905,0.30633826220311905,0.4178525053387047,271350.88472509844,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.15,boundary,20260724.0,0.7743782929399369,0.7761303325935865,0.22386966740641348,0.45659262294418823,0.46031540725464926,0.487634788613739,0.3065926229441882,0.3065926229441882,0.4190610608273423,272349.23100062634,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc,0.15,full,20260722.0,0.7780979978925184,0.7781005544944972,0.2218994455055029,0.10664029978200168,0.10847650242610424,0.12854617269300822,-0.0433597002179983,0.0006822932182233246,0.6939468329473812,1811709.7900099216,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.15,full,20260723.0,0.7717913593256059,0.7717962145540169,0.22820378544598297,0.10548302535522601,0.1072324919571804,0.12743334133660142,-0.04451697464477397,0.0006822932182233246,0.6892881054411506,1776282.0976526362,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.15,full,20260724.0,0.7743782929399369,0.7743821657174309,0.22561783428256899,0.10585020948847215,0.10754804805498196,0.1277813749223899,-0.04414979051152783,0.0006822932182233246,0.6913656518305474,1787227.328468828,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc,0.15,interior,20260722.0,0.7780979978925184,0.7780324390944207,0.22196756090557937,0.10023152231881002,0.1018288569107265,0.12257349018275006,-0.04976847768118997,0.00022529687880633843,0.699098278308237,1639134.2323543245,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.15,interior,20260723.0,0.7717913593256059,0.77173098840543,0.22826901159457014,0.09922620939576114,0.10076470238852447,0.12159718262749766,-0.05077379060423885,0.00022529687880633843,0.6942563222660472,1608826.5985785038,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc,0.15,interior,20260724.0,0.7743782929399369,0.7743202109953257,0.22567978900467434,0.09955535495635787,0.10104659555577113,0.12190888822326108,-0.05044464504364213,0.00022529687880633843,0.6963795752702231,1618502.848906399,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.05,boundary,20260722.0,0.016965226554267653,0.017283046687754745,0.9827169533122452,0.3479967312190536,0.37139208427084813,0.35508437555193023,0.2979967312190536,0.2979967312190536,0.010861681623987537,4897.799881912481,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.05,boundary,20260723.0,0.016933614330874605,0.01722203144453336,0.9827779685554666,0.3478668900923087,0.3710353361791397,0.35496845972519153,0.2978668900923087,0.2978668900923087,0.010827896324439758,4877.030650824595,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.05,boundary,20260724.0,0.016933614330874605,0.01722203144453336,0.9827779685554666,0.3478668900923087,0.3710353361791397,0.35496845972519153,0.2978668900923087,0.2978668900923087,0.010827896324439758,4877.030650824595,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.05,full,20260722.0,0.016965226554267653,0.016967927079445836,0.9830320729205542,0.03925692215556193,0.045661677786590096,0.040531386533578566,-0.010743077844438072,0.0017354310047085928,0.01619988712736919,16534.806479318337,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.05,full,20260723.0,0.016933614330874605,0.016936316142357452,0.9830636838576425,0.03926097134076415,0.045769420347512316,0.04053543571878078,-0.010739028659235855,0.0017354310047085928,0.01616815470593745,16537.42186423719,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.05,full,20260724.0,0.016933614330874605,0.016936316142357452,0.9830636838576425,0.03926097134076415,0.045769420347512316,0.04053543571878078,-0.010739028659235855,0.0017354310047085928,0.01616815470593745,16537.42186423719,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.05,interior,20260722.0,0.016965226554267653,0.01696046813684958,0.9830395318631505,0.039091435580200826,0.045354913074367946,0.0403191674747519,-0.010908564419799179,0.0017057751670901272,0.016198724336494323,15818.250640913031,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.05,interior,20260723.0,0.016933614330874605,0.016929944636556664,0.9830700553634434,0.03909354262257356,0.045455928053553446,0.04032127451712464,-0.010906457377426442,0.0017057751670901272,0.016168128938950675,15819.743647790023,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.05,interior,20260724.0,0.016933614330874605,0.016929944636556664,0.9830700553634434,0.03909354262257356,0.045455928053553446,0.04032127451712464,-0.010906457377426442,0.0017057751670901272,0.016168128938950675,15819.743647790023,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.1,boundary,20260722.0,0.3689936775553214,0.3716276093471319,0.6283723906528682,0.4203457195484506,0.4288569455090607,0.4610173650109479,0.32034571954845065,0.32034571954845065,0.21241150893635802,121439.69234681159,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.1,boundary,20260723.0,0.3551791359325606,0.35752391066359873,0.6424760893364012,0.41921482489957573,0.42791061526241797,0.46003336663523764,0.31921482489957576,0.31921482489957576,0.2046948120909468,116568.10249981169,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.1,boundary,20260724.0,0.3577660695468915,0.3600431846729709,0.6399568153270292,0.4194550559560604,0.4279667162511472,0.4602687118223645,0.31945505595606044,0.31945505595606044,0.20612806516782808,117396.44867575512,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.1,full,20260722.0,0.3689936775553214,0.3689956120146115,0.6310043879853885,0.06294111102828896,0.06736590228950332,0.08394928275500885,-0.03705888897171104,0.0,0.34419635175476304,533892.7592479262,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.1,full,20260723.0,0.3551791359325606,0.3551838263710521,0.6448161736289479,0.06179510953863181,0.06632914162103756,0.08269362231978497,-0.0382048904613682,0.0,0.33169502264611767,505680.49614133534,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.1,full,20260724.0,0.3577660695468915,0.3577697775344661,0.6422302224655339,0.061974999461085284,0.06636040572999719,0.08288729744060447,-0.038025000538914715,0.0,0.3341109904918479,509339.99491482135,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.1,interior,20260722.0,0.3689936775553214,0.36890330911897384,0.6310966908810263,0.06106157014877762,0.06522874702521483,0.08210744430070592,-0.03893842985122239,0.0,0.34490904982059223,498260.97350296384,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.1,interior,20260723.0,0.3551791359325606,0.35510028594185405,0.644899714058146,0.06001143938175676,0.06432496020807946,0.08093311288050985,-0.03998856061824325,0.0,0.33233709844537046,472696.7322051673,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.1,interior,20260724.0,0.3577660695468915,0.35768944555850896,0.642310554441491,0.06017511552628181,0.06434449801330731,0.08111532844688144,-0.0398248844737182,0.0,0.3347650139547559,476045.1016989114,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.15,boundary,20260722.0,0.7780979978925184,0.7800617312898773,0.21993826871012262,0.45691117554023725,0.46062572496332993,0.4878179759368128,0.3069111755402372,0.3069111755402372,0.42094431441441615,273911.4229605049,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.15,boundary,20260723.0,0.7717913593256059,0.7736128739137649,0.22638712608623524,0.45633826220311907,0.46011309198133576,0.487464336044419,0.30633826220311905,0.30633826220311905,0.4178525053387047,271350.88472509844,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.15,boundary,20260724.0,0.7743782929399369,0.7761303325935865,0.22386966740641348,0.45659262294418823,0.46031540725464926,0.487634788613739,0.3065926229441882,0.3065926229441882,0.4190610608273423,272349.23100062634,146.0,0.4284665181866707,0.27735444602170134
quality_group_crc_global_fallback,0.15,full,20260722.0,0.7780979978925184,0.7781005544944972,0.2218994455055029,0.10664029978200168,0.10847650242610424,0.12854617269300822,-0.0433597002179983,0.0006822932182233246,0.6939468329473812,1811709.7900099216,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.15,full,20260723.0,0.7717913593256059,0.7717962145540169,0.22820378544598297,0.10548302535522601,0.1072324919571804,0.12743334133660142,-0.04451697464477397,0.0006822932182233246,0.6892881054411506,1776282.0976526362,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.15,full,20260724.0,0.7743782929399369,0.7743821657174309,0.22561783428256899,0.10585020948847215,0.10754804805498196,0.1277813749223899,-0.04414979051152783,0.0006822932182233246,0.6913656518305474,1787227.328468828,146.0,0.08075327536074818,0.04400374632421023
quality_group_crc_global_fallback,0.15,interior,20260722.0,0.7780979978925184,0.7780324390944207,0.22196756090557937,0.10023152231881002,0.1018288569107265,0.12257349018275006,-0.04976847768118997,0.00022529687880633843,0.699098278308237,1639134.2323543245,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.15,interior,20260723.0,0.7717913593256059,0.77173098840543,0.22826901159457014,0.09922620939576114,0.10076470238852447,0.12159718262749766,-0.05077379060423885,0.00022529687880633843,0.6942563222660472,1608826.5985785038,146.0,0.0770299234514907,0.04176554850307679
quality_group_crc_global_fallback,0.15,interior,20260724.0,0.7743782929399369,0.7743202109953257,0.22567978900467434,0.09955535495635787,0.10104659555577113,0.12190888822326108,-0.05044464504364213,0.00022529687880633843,0.6963795752702231,1618502.848906399,146.0,0.0770299234514907,0.04176554850307679
