method,condition,split,class_id,class_name,iou,dice,accuracy,classwise_ece
clean_global,turbidity_s3,calibration,2,aquatic_plants,0.18520073627333725,0.3125221417861578,0.22763324914442698,0.007128956917217672
clean_global,turbidity_s3,calibration,3,wrecks_ruins,0.7290306913158041,0.8432825339392985,0.8008160142950058,0.007346634508733499
clean_global,turbidity_s3,calibration,4,robots_instruments,0.8043598980507184,0.8915736809709442,0.9022391873762218,0.0037707820528501616
clean_global,turbidity_s3,calibration,5,reefs_invertebrates,0.7036794919282583,0.8260702735017604,0.83095901233963,0.036036692442860785
clean_global,turbidity_s3,calibration,6,fish_vertebrates,0.678721197271274,0.8086169381485395,0.7788450741103282,0.019046796384131447
clean_global,turbidity_s3,calibration,7,seafloor_rocks,0.40889374464561834,0.5804465328909074,0.5692387434834202,0.05484758434164951
pooled,turbidity_s3,calibration,0,background_waterbody,0.8471778996749952,0.917267253818978,0.9616986973178109,0.024118635212347667
pooled,turbidity_s3,calibration,1,human_divers,0.716997214752209,0.835175745879918,0.7763493136439268,0.009738899062120993
pooled,turbidity_s3,calibration,2,aquatic_plants,0.18520073627333725,0.3125221417861578,0.22763324914442698,0.006212158141181158
pooled,turbidity_s3,calibration,3,wrecks_ruins,0.7290306913158041,0.8432825339392985,0.8008160142950058,0.007078834128026423
pooled,turbidity_s3,calibration,4,robots_instruments,0.8043598980507184,0.8915736809709442,0.9022391873762218,0.0042794249361390495
pooled,turbidity_s3,calibration,5,reefs_invertebrates,0.7036794919282583,0.8260702735017604,0.83095901233963,0.03459243376948875
pooled,turbidity_s3,calibration,6,fish_vertebrates,0.678721197271274,0.8086169381485395,0.7788450741103282,0.0217153187415085
pooled,turbidity_s3,calibration,7,seafloor_rocks,0.40889374464561834,0.5804465328909074,0.5692387434834202,0.05159101351747687
per_degradation,turbidity_s3,calibration,0,background_waterbody,0.8471778996749952,0.917267253818978,0.9616986973178109,0.024303666576799818
per_degradation,turbidity_s3,calibration,1,human_divers,0.716997214752209,0.835175745879918,0.7763493136439268,0.00933812997242816
per_degradation,turbidity_s3,calibration,2,aquatic_plants,0.18520073627333725,0.3125221417861578,0.22763324914442698,0.0065964851897187555
per_degradation,turbidity_s3,calibration,3,wrecks_ruins,0.7290306913158041,0.8432825339392985,0.8008160142950058,0.007182797108132065
per_degradation,turbidity_s3,calibration,4,robots_instruments,0.8043598980507184,0.8915736809709442,0.9022391873762218,0.004067903594782787
per_degradation,turbidity_s3,calibration,5,reefs_invertebrates,0.7036794919282583,0.8260702735017604,0.83095901233963,0.03492380704756352
per_degradation,turbidity_s3,calibration,6,fish_vertebrates,0.678721197271274,0.8086169381485395,0.7788450741103282,0.020628083538012383
per_degradation,turbidity_s3,calibration,7,seafloor_rocks,0.40889374464561834,0.5804465328909074,0.5692387434834202,0.05291862014347625
raw,lowlight_s1,calibration,0,background_waterbody,0.8774477992732548,0.9347240435797021,0.9530226034317202,0.019811815885923324
raw,lowlight_s1,calibration,1,human_divers,0.7394167763982945,0.8501893122237906,0.81754151067665,0.002467408222499278
raw,lowlight_s1,calibration,2,aquatic_plants,0.1923549361495021,0.3226471083697244,0.2595937559460044,0.015677039166480753
raw,lowlight_s1,calibration,3,wrecks_ruins,0.7380245466264848,0.849268266157684,0.8043382657584154,0.015406652160957547
