method,fit_scope,seed,target_alpha,condition,region,selected_coverage,coverage,rejected_pixel_fraction,actual_selective_risk,pixel_weighted_selective_risk,monotone_envelope_risk,risk_excess,absolute_risk_violation,accepted_correct_pixel_fraction,accepted_error_count,cluster_count,aurc,eaurc
no_rejection,none,,0.05,lowlight_s1,interior,1.0,1.0,0.0,0.13758993575872522,0.13752426483585764,0.15407153390896544,0.08758993575872522,0.08758993575872522,0.8624757351641424,2855807.017223311,146,0.069627758648613,0.035766258544789924
no_rejection,none,,0.05,lowlight_s2,full,1.0,1.0,0.0,0.1648327780613191,0.1648327780613191,0.18434321843661777,0.1148327780613191,0.1148327780613191,0.8351672219386809,3548614.9897842407,146,0.08203218429434096,0.04286972747302288
no_rejection,none,,0.05,lowlight_s2,boundary,1.0,1.0,0.0,0.4842632407807324,0.48368043980067477,0.508150007524719,0.4342632407807324,0.4342632407807324,0.5163195601993252,368920.0002513677,146,0.4325102303320006,0.27828365148852907
no_rejection,none,,0.05,lowlight_s2,interior,1.0,1.0,0.0,0.15304349737292897,0.15312141706258858,0.1733369816234973,0.10304349737292896,0.10304349737292896,0.8468785829374114,3179695.0004164013,146,0.07823672572411973,0.040593272129465535
no_rejection,none,,0.05,lowlight_s3,full,1.0,1.0,0.0,0.22875186837635525,0.22875186837635525,0.27505157031565397,0.17875186837635526,0.17875186837635526,0.7712481316236447,4924701.983482361,146,0.13450725746041045,0.07731333921549655
no_rejection,none,,0.05,lowlight_s3,boundary,1.0,1.0,0.0,0.5233641756724005,0.5226520347505894,0.553629290771811,0.47336417567240047,0.47336417567240047,0.4773479652494106,398644.9997254908,146,0.4746658802528751,0.2906789316995203
no_rejection,none,,0.05,lowlight_s3,interior,1.0,1.0,0.0,0.21790157715640068,0.2179568362760622,0.26533807373098545,0.1679015771564007,0.1679015771564007,0.7820431637239378,4526057.006971739,146,0.1298690092025611,0.07480166808157769
no_rejection,none,,0.05,blur_s1,full,1.0,1.0,0.0,0.14579510542066537,0.14579510542066537,0.16496250453111652,0.09579510542066537,0.09579510542066537,0.8542048945793346,3138761.0074768066,146,0.07488146821129779,0.04025340459072319
no_rejection,none,,0.05,blur_s1,boundary,1.0,1.0,0.0,0.47202410007992834,0.4753053172804581,0.493905269323963,0.42202410007992835,0.42202410007992835,0.5246946827195419,362532.00117591023,146,0.4208562175383511,0.27526567032931526
no_rejection,none,,0.05,blur_s1,interior,1.0,1.0,0.0,0.1338101034616806,0.13369210554825944,0.1536897679729856,0.0838101034616806,0.0838101034616806,0.8663078944517406,2776229.0067703733,146,0.07144183525956278,0.03816993827029684
no_rejection,none,,0.05,blur_s2,full,1.0,1.0,0.0,0.14972629882267688,0.14972629882267688,0.16572195959392272,0.09972629882267688,0.09972629882267688,0.8502737011773231,3223394.00340271,146,0.07742832303241474,0.04396283743752332
no_rejection,none,,0.05,blur_s2,boundary,1.0,1.0,0.0,0.4822688177227974,0.4844605260597521,0.5111532363377206,0.4322688177227974,0.4322688177227974,0.5155394739402479,369514.999344185,146,0.43250184838060446,0.2799677288344093
no_rejection,none,,0.05,blur_s2,interior,1.0,1.0,0.0,0.13759791032189492,0.13743141914122756,0.15436938014846258,0.08759791032189491,0.08759791032189491,0.8625685808587723,2853878.9982910883,146,0.073742605894689,0.041780222911336255
no_rejection,none,,0.05,blur_s3,full,1.0,1.0,0.0,0.16917282425198857,0.16917282425198857,0.18389330932564318,0.11917282425198857,0.11917282425198857,0.8308271757480115,3642050.004043579,146,0.08845410226335848,0.04955449357031113
no_rejection,none,,0.05,blur_s3,boundary,1.0,1.0,0.0,0.5005807962319623,0.5009420047055808,0.5333999981210656,0.4505807962319623,0.4505807962319623,0.49905799529441913,382085.9999591112,146,0.4535322001955969,0.28728717200331083
no_rejection,none,,0.05,blur_s3,interior,1.0,1.0,0.0,0.15695669196310058,0.15698685140371085,0.1724595978699803,0.10695669196310058,0.10695669196310058,0.8430131485962892,3259963.9953400865,146,0.08427988374183738,0.047139702536405224
naive_empirical,calibration_cluster_mean,,0.05,clean,full,0.01,0.010002983940972222,0.9899970160590278,0.0370803849415994,0.0370803849415994,0.0370803849415994,-0.012919615058400606,0.0,0.009632069445876336,7985.26089717343,146,0.07209341763593315,0.03825865009882373
naive_empirical,calibration_cluster_mean,,0.05,clean,boundary,0.01,0.010095249332992455,0.9899047506670076,0.3210030438710157,0.32755411343237795,0.3210030438710157,0.2710030438710157,0.2710030438710157,0.006788508887845306,2522.1666734293103,146,0.41797494622917003,0.2737444500968542
naive_empirical,calibration_cluster_mean,,0.05,clean,interior,0.01,0.010003399332586626,0.9899966006674134,0.037074409024582616,0.03697973660702857,0.037074409024582616,-0.012925590975417386,0.0,0.009633476260092647,7681.763705641439,146,0.06861003499507132,0.03610580936377746
naive_empirical,calibration_cluster_mean,,0.05,color_s1,full,0.01,0.010002983940972222,0.9899970160590278,0.02450207340744745,0.02450207340744745,0.02450207340744745,-0.025497926592552553,0.0,0.009757890094157003,5276.521508293808,146,0.0719648485036804,0.03783488663502834
naive_empirical,calibration_cluster_mean,,0.05,color_s1,boundary,0.01,0.010095249332992455,0.9899047506670076,0.32012056688178486,0.3281818186271597,0.32012056688178486,0.2701205668817849,0.2701205668817849,0.00678217204739637,2527.0000034291297,146,0.41865243744079583,0.2738825749451398
naive_empirical,calibration_cluster_mean,,0.05,color_s1,interior,0.01,0.010003399332586626,0.9899966006674134,0.02434756482946559,0.024214953707126986,0.02434756482946559,-0.025652435170534414,0.0,0.009761167480834136,5030.1481186277815,146,0.06842291599015633,0.03564758261635715
naive_empirical,calibration_cluster_mean,,0.05,color_s2,full,0.01,0.010002983940972222,0.9899970160590278,0.022974563181266342,0.022974563181266342,0.022974563181266342,-0.02702543681873366,0.0,0.009773169754419163,4947.572181085707,146,0.07493001231044077,0.040681906000299986
naive_empirical,calibration_cluster_mean,,0.05,color_s2,boundary,0.01,0.010095249332992455,0.9899047506670076,0.3264794566681328,0.3397402611324056,0.3264794566681328,0.2764794566681328,0.2764794566681328,0.006665486688404855,2616.000010719523,146,0.42052554758877997,0.27473474840558754
naive_empirical,calibration_cluster_mean,,0.05,color_s2,interior,0.01,0.010003399332586626,0.9899966006674134,0.02282778722272344,0.022700714339672932,0.02282778722272344,-0.027172212777276564,0.0,0.009776315021911902,4715.596689065918,146,0.07132767059328576,0.038447663509724415
naive_empirical,calibration_cluster_mean,,0.05,color_s3,full,0.01,0.010002983940972222,0.9899970160590278,0.030532905421289933,0.030532905421289933,0.030532905421289933,-0.01946709457871007,0.0,0.009697563778371835,6575.261182474787,146,0.07623668910651696,0.043315165765821735
naive_empirical,calibration_cluster_mean,,0.05,color_s3,boundary,0.01,0.010095249332992455,0.9899047506670076,0.3316294032289353,0.3466233791239173,0.3316294032289353,0.2816294032289353,0.2816294032289353,0.006595999896092138,2669.000019254163,146,0.4231146312663204,0.2758883309273995
naive_empirical,calibration_cluster_mean,,0.05,color_s3,interior,0.01,0.010003399332586626,0.9899966006674134,0.03021569647076731,0.03017498202962017,0.03021569647076731,-0.019784303529232692,0.0,0.00970154693749071,6268.2188420309685,146,0.0724317423001155,0.04095653803177194
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s1,full,0.01,0.010002983940972222,0.9899970160590278,0.031269866922927686,0.031269866922927686,0.031269866922927686,-0.018730133077072317,0.0,0.009690191964305837,6733.965841852478,146,0.07121968947991793,0.03724790210231138
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s1,boundary,0.01,0.010095249332992455,0.9899047506670076,0.31845225222817025,0.3269913421464818,0.31845225222817025,0.26845225222817026,0.26845225222817026,0.006794190204293877,2517.8333345279098,146,0.4168391479491831,0.2731896255560253
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s1,interior,0.01,0.010003399332586626,0.9899966006674134,0.031177456812831024,0.031115356278996954,0.031177456812831024,-0.01882254318716898,0.0,0.009692139998352113,6463.561844479758,146,0.06774542718883479,0.03510038855033477
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s2,full,0.01,0.010002983940972222,0.9899970160590278,0.0352280444101979,0.0352280444101979,0.0352280444101979,-0.0147719555898021,0.0,0.009650598378465157,7586.359363736119,146,0.07251081496004423,0.03795752405037782
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s2,boundary,0.01,0.010095249332992455,0.9899047506670076,0.2981610276085669,0.3175974031506324,0.2981610276085669,0.2481610276085669,0.2481610276085669,0.006889024360675898,2445.5000042598695,146,0.41679643643280007,0.2729922999679868
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s2,interior,0.01,0.010003399332586626,0.9899966006674134,0.03521630876499853,0.03515600606857266,0.03521630876499853,-0.014783691235001471,0.0,0.009651719764943854,7302.92198461853,146,0.06899465698261363,0.035798288939386504
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s3,full,0.01,0.010002983940972222,0.9899970160590278,0.05034468024169742,0.05034468024169742,0.05034468024169742,0.000344680241697419,0.000344680241697419,0.009499386913001142,10841.72689004954,146,0.08037409577202352,0.04487708578920141
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s3,boundary,0.01,0.010095249332992455,0.9899047506670076,0.3238096859510223,0.35103896209655644,0.3238096859510223,0.2738096859510223,0.2738096859510223,0.00655142348503283,2703.0000081434846,146,0.42241778213218206,0.27581179869712497
naive_empirical,calibration_cluster_mean,,0.05,turbidity_s3,interior,0.01,0.010003399332586626,0.9899966006674134,0.05039612856200794,0.050517339362670485,0.05039612856200794,0.0003961285620079358,0.0003961285620079358,0.009498054213722035,10493.916388468177,146,0.07665873834791881,0.042644797054774586
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s1,full,0.01,0.010002983940972222,0.9899970160590278,0.030288389291493096,0.030288389291493096,0.030288389291493096,-0.019711610708506907,0.0,0.009700009669291501,6522.604633923038,146,0.07315967665934683,0.03792177948579156
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s1,boundary,0.01,0.010095249332992455,0.9899047506670076,0.31692147009993255,0.3282034650885246,0.31692147009993255,0.26692147009993256,0.26692147009993256,0.006781953520971714,2527.1666811816394,146,0.4196774306880591,0.27388081533091496
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s1,interior,0.01,0.010003399332586626,0.9899966006674134,0.0301876335264477,0.03012518126556396,0.0301876335264477,-0.019812366473552303,0.0,0.009702045114420632,6257.873779114336,146,0.069627758648613,0.035766258544789924
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s2,full,0.01,0.010002983940972222,0.9899970160590278,0.03648594910062033,0.03648594910062033,0.03648594910062033,-0.013514050899379675,0.0,0.009638015578047587,7857.249138818588,146,0.08203218429434096,0.04286972747302288
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s2,boundary,0.01,0.010095249332992455,0.9899047506670076,0.32926053903384567,0.3455844150556179,0.32926053903384567,0.2792605390338457,0.2792605390338457,0.006606488497409641,2660.9999959282577,146,0.4325102303320006,0.27828365148852907
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s2,interior,0.01,0.010003399332586626,0.9899966006674134,0.03645513481811352,0.03645090363607451,0.03645513481811352,-0.013544865181886481,0.0,0.009638766387481339,7571.909761418123,146,0.07823672572411973,0.040593272129465535
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s3,full,0.01,0.010002983940972222,0.9899970160590278,0.07221592281951429,0.07221592281951429,0.07221592281951429,0.02221592281951429,0.02221592281951429,0.009280609224726132,15551.698979182402,146,0.13450725746041045,0.07731333921549655
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s3,boundary,0.01,0.010095249332992455,0.9899047506670076,0.3898056221692121,0.4039261950654062,0.3898056221692121,0.3398056221692121,0.3398056221692121,0.006017513681680233,3110.231702003628,146,0.4746658802528751,0.2906789316995203
naive_empirical,calibration_cluster_mean,,0.05,lowlight_s3,interior,0.01,0.010003399332586626,0.9899966006674134,0.07177894861016372,0.07226168421216048,0.07177894861016372,0.021778948610163718,0.021778948610163718,0.009280536848967114,15010.847399707884,146,0.1298690092025611,0.07480166808157769
naive_empirical,calibration_cluster_mean,,0.05,blur_s1,full,0.01,0.010002983940972222,0.9899970160590278,0.04174299839579449,0.04174299839579449,0.04174299839579449,-0.008257001604205512,0.0,0.009585429398371061,8989.354704534344,146,0.07488146821129779,0.04025340459072319
