condition,boundary_radius,method,region,pixels,error_rate,nll,brier_score,ece,error_auroc,aurc,oracle_aurc,eaurc,mean_wrong_confidence
blur_s1,3,clean_global,interior,19401571,0.1210932867240493,0.445975788345954,0.19731689420521023,0.016113762694943055,0.7824459717959041,0.04911610072249411,0.007647071014695742,0.041469029707798366,0.7225173711776733
blur_s1,5,raw,boundary,3278017,0.3182585691288361,1.2851389698787408,0.49891932926789273,0.16181673532714458,0.6443681128368124,0.2467138897861464,0.05708013643617933,0.18963375334996707,0.7844613194465637
blur_s1,5,raw,interior,18250559,0.11481862007623986,0.6562814324169297,0.19822251954506914,0.07991224113292514,0.7916325106412112,0.04520597912510478,0.006859503762243436,0.03834647536286134,0.8707133531570435
blur_s1,5,clean_global,boundary,3278017,0.3182585691288361,0.9416985117736577,0.4689377042893806,0.06349068223242489,0.6448574274376355,0.24541685465723698,0.05708013643617933,0.18833671822105763,0.6068320870399475
blur_s1,5,clean_global,interior,18250559,0.11481862007623986,0.42604465652942464,0.18712713524367253,0.01218593214773044,0.7858723573466484,0.04607196425792119,0.006859503762243436,0.03921246049567775,0.7327750325202942
blur_s2,1,raw,boundary,762735,0.4844605269195723,1.8544795345092415,0.7418985662513029,0.28052916084644697,0.5413176297355503,0.46539913935914023,0.14289427955519066,0.3225048598039496,0.7816832661628723
blur_s2,1,raw,interior,20765841,0.13743141922352195,0.7261332740283069,0.23184579032264452,0.08923780138109394,0.7891360326159814,0.0530359801437353,0.009908746058027617,0.04312723408570768,0.8515165448188782
blur_s2,1,clean_global,boundary,762735,0.4844605269195723,1.2512218083811875,0.6468195880306561,0.1084882895800776,0.5457273540561748,0.46284049823431317,0.14289427955519066,0.31994621867912254,0.6030973196029663
blur_s2,1,clean_global,interior,20765841,0.13743141922352195,0.4827161041629617,0.21913259647177305,0.02062640516166911,0.7836237400676733,0.053986852595763316,0.009908746058027617,0.044078106537735695,0.7058216333389282
blur_s2,3,raw,boundary,2127005,0.38652142331588313,1.5554442932962076,0.6030871880204648,0.2082409327274039,0.5952521095292649,0.3411827095951683,0.08676969567198688,0.2544130139231814,0.7835747003555298
blur_s2,3,raw,interior,19401571,0.12376631768633581,0.6795741811118994,0.2111981196510614,0.08371184610610859,0.7904343230003882,0.04744153110032471,0.007996165426009826,0.039445365674314885,0.8640320301055908
blur_s2,3,clean_global,boundary,2127005,0.38652142331588313,1.0913555207505683,0.5499750499657236,0.07192889999505551,0.5981910475451853,0.3385028986479591,0.08676969567198688,0.25173320297597224,0.605735182762146
blur_s2,3,clean_global,interior,19401571,0.12376631768633581,0.44620293248417875,0.1996758382671692,0.017008574358046293,0.7839513410621687,0.048468961012274187,0.007996165426009826,0.04047279558626436,0.7242811918258667
blur_s2,5,raw,boundary,3278017,0.33410107391145316,1.4050594495753834,0.5289564282499145,0.1801709342605583,0.6301936982584745,0.270040296534777,0.06333499551671513,0.2067053010180619,0.7920641899108887
blur_s2,5,raw,interior,18250559,0.11661040081018888,0.651346397950571,0.19979752920042407,0.08090040421365456,0.7948948017296783,0.0438632031657115,0.00707984887161013,0.03678335429410137,0.8699861764907837
blur_s2,5,clean_global,boundary,3278017,0.33410107391145316,0.9922708005279945,0.49050713839533167,0.06536923192562735,0.6333995983508192,0.26695035379233795,0.06333499551671513,0.20361535827562283,0.6152310371398926
blur_s2,5,clean_global,interior,18250559,0.11661040081018888,0.42331174473375033,0.1882645850994893,0.013226531517173193,0.7877986208175328,0.04493998657403364,0.00707984887161013,0.03786013770242351,0.7346043586730957
blur_s3,1,raw,boundary,762735,0.5009420047591889,2.083832320812397,0.7795420088511655,0.30491995639095903,0.543377690618527,0.4789856770671854,0.15408024559348263,0.32490543147370277,0.7887344360351562
blur_s3,1,raw,interior,20765841,0.15698685162811368,0.813274889230949,0.26314549230753526,0.103701045548662,0.7882387398803284,0.05990523904974285,0.013023199927802294,0.046882039121940555,0.8490265011787415
blur_s3,1,clean_global,boundary,762735,0.5009420047591889,1.3479602687511882,0.67759238590965,0.12828546177721842,0.5487268232619691,0.47615819892306405,0.15408024559348263,0.32207795332958145,0.6117264032363892
blur_s3,1,clean_global,interior,20765841,0.15698685162811368,0.5293310350096102,0.24396191570389564,0.021147881265842508,0.7840714267856654,0.061268415105852445,0.013023199927802294,0.04824521517805015,0.6998231410980225
blur_s3,3,raw,boundary,2127005,0.4128546947468389,1.78520327915602,0.6527049840731157,0.2383387912817019,0.585919814394223,0.37107005209911065,0.10020982992518104,0.2708602221739296,0.790353000164032
blur_s3,3,raw,interior,19401571,0.14245784529510522,0.7566713015388676,0.2407389972722763,0.0968511641192226,0.7918451911480374,0.053157805056887455,0.010666529720229322,0.042491275336658134,0.859333336353302
blur_s3,3,clean_global,boundary,2127005,0.4128546947468389,1.1920022120488962,0.5878333922360902,0.08266431637563817,0.5906434361901358,0.3676906796355309,0.10020982992518104,0.2674808497103499,0.6138703227043152
blur_s3,3,clean_global,interior,19401571,0.14245784529510522,0.4888648466276262,0.2233104367150861,0.016747929254316406,0.7863890774597012,0.05472248754419404,0.010666529720229322,0.044055957823964716,0.7149533033370972
blur_s3,5,raw,boundary,3278017,0.3626970207903132,1.6235870846469451,0.5807564061047616,0.21003885698333713,0.6169956327964092,0.30275082859773433,0.07558559066234798,0.22716523793538634,0.7981737852096558
blur_s3,5,raw,interior,18250559,0.1344135815237221,0.7208328432013713,0.22768026231672547,0.09301094373129792,0.797292067701644,0.04880508078500055,0.009467860117753952,0.0393372206672466,0.8642818927764893
blur_s3,5,clean_global,boundary,3278017,0.3626970207903132,1.0907972787930935,0.5299596265178194,0.07253171787838623,0.6222962895447415,0.29872272062981986,0.07558559066234798,0.22313712996747187,0.6222729086875916
blur_s3,5,clean_global,interior,18250559,0.1344135815237221,0.4626975269976662,0.2107158010971746,0.01332053153936798,0.7909148996453049,0.05050294337755904,0.009467860117753952,0.04103508325980509,0.7236869931221008
